wn_synset,bn:id,pos,lemmata EN,definition,is it related to music?
,bn:03147364n,n,"impresario, talent_manager, impresarios, impresaria, impressario, concert_impresario","An impresario is a person who organizes and often finances concerts, plays, or operas, performing a role in stage arts that is similar to that of a film or television producer.",YES
,bn:03147694n,n,,Seznam názvů operet podle abecedy.,CHECK
,bn:03147748n,n,"wind_controller, electronic_wind_instrument, wind_synthesizer, electronic_trumpet, evi_wind_controller, ewi, breath_controller, electronic_wind_instruments, evi, electronic_valve_instrument, wind_synth","A wind controller, sometimes referred to as a wind synthesizer, is an electronic wind instrument and usually in the form of a MIDI controller associated with one or more music synthesizers.",YES
,bn:03148248n,n,"persian_traditional_music, persian_classical_music, iranian_traditional_music, persian_classical, persian_folk_music, iranian_classical_music, musiqi-e_assil, sonati, history_of_persian_traditional_music, classical_persian_music","Persian traditional music or Iranian traditional music, also known as Persian classical music refers to the classical music of Iran.",CHECK
,bn:03149272n,n,"latin_american_music_in_the_united_states, latin_music_in_the_united_states, latino_music_in_the_united_states, hispanic_music_in_the_united_states","Latin American music has long influenced popular American music, including jazz, rhythm and blues, and even country music, and both Latin American music and American music have been strongly influenced by African music.",CHECK
,bn:03150215n,n,"set_theory, musical_set_theory, atonal_theory, pitch-class_set_theory, pitch_class_set_theory, equivalence_relation, operation, relation",Musical set theory provides concepts for categorizing musical objects and describing their relationships.,YES
,bn:03150812n,n,"deutsch's_scale_illusion, scale_illusion, deutch's_scale_illusion","Deutsch's scale illusion is an auditory illusion in which two series of unconnected notes appear to combine into a single recognisable melody, when played simultaneously into the left and right ears of a listener.",YES
,bn:03150958n,n,elastic_scoring,Elastic scoring is a style of orchestration or music arrangement that was first used by the Australian composer Percy Grainger.,YES
,bn:03151114n,n,"common_practice_period, common_practice, classical_repertoire, common_practice_tonality, common_practice_harmony, classical_repertory, classical_repetoire, common-practice_period","In the history of European art music, the common practice period is the era of the tonal system.",CHECK
,bn:03151362n,n,"kurdish_music, music_of_kurdistan, qernete, music_of_iraqi_kurdistan, qernête",Kurdish music refers to music performed in the Kurdish languages and Zaza-Gorani languages.,CHECK
,bn:03151667n,n,"guacharaca, guacharaquero'",Guacharaca is a percussion instrument usually made out of the cane-like trunk of a small palm tree.,YES
,bn:03153269n,n,fiafia,"The word ""fiafia"" is used in the Pacific islands, such as Samoa and Tonga.",CHECK
,bn:03153565n,n,"arpeggione, guitar_violoncello","The arpeggione is a six-stringed musical instrument fretted and tuned like a guitar, but bowed like a cello, and thus similar to the bass viola da gamba.",YES
,bn:03153531n,n,"philadelphia_soul, philly_soul, philly_sound, sweet_philly","Philadelphia soul, sometimes called Philly soul, the Philadelphia sound, Phillysound, or TSOP, is a genre of late 1960s–1970s soul music characterized by funk influences and lush instrumental arrangements, often featuring sweeping strings and piercing horns.",CHECK
,bn:03154181n,n,neo-medieval_music,Neo-Medieval music is a modern popular music characterized by elements of Medieval music and early music in general.,YES
,bn:03155464n,n,"cimbalom, kimbalom, cymbalo, țambal, tsimbalï, cymbalon, ţambal, cymbalom, sandouri, cimbalon, tsimbali, tambal, tsimbl, cymbalum, cimbalomist, santouri","The cimbalom is a type of chordophone composed of a large, trapezoidal box with metal strings stretched across its top.",YES
,bn:03157321n,n,"mento, mento_music, mento_rhythm",Mento is a style of Jamaican folk music that predates and has greatly influenced ska and reggae music.,CHECK
,bn:03157920n,n,"found_object, found_sound, found_percussion","Found objects are sometimes used in music, often to add unusual percussive elements to a work.",YES
,bn:03158245n,n,"cantu_a_tenore, mea'oke, tenores, canto_a_tenore, a_tenore","The cantu a tenòre or canto a tenore in Italian is a style of polyphonic folk singing characteristic of the island of Sardinia, particularly the region of Barbagia, though some other Sardinian sub-regions bear examples of such tradition.",CHECK
,bn:03160606n,n,"nanguan, nanguan_music, south_tube, xianguan",Nanguan is a style of Chinese classical music from the southern Chinese province of Fujian.,CHECK
,bn:03160922n,n,"outlaw_country, outlaw_music","Outlaw country is a subgenre of American country music, most popular during the 1970s and early 1980s, sometimes referred to as the outlaw movement or simply outlaw music.",CHECK
,bn:03161312n,n,"daxophone, daxophonist","The daxophone, invented by Hans Reichel, is an electric wooden experimental musical instrument of the friction idiophones category.",YES
,bn:03161683n,n,"french_bagpipes, cornemuse","French bagpipes cover a wide range and variety of styles of bagpipes and piping, from the Celtic piping and Music of Brittany to the Northern Occitan's cabrette.",YES
,bn:03162122n,n,"ancient_roman_music, music_of_ancient_rome, roman_music, music_in_ancient_rome, roman_instruments",The music of ancient Rome was a part of Roman culture from the earliest of times.,CHECK
,bn:03162541n,n,"evolutionary_musicology, the_origins_of_music, origin_of_music, musical_protolanguage, evolutionary_origin_of_music, musilanguage",Evolutionary musicology is a subfield of biomusicology that grounds the cognitive mechanisms of music appreciation and music creation in evolutionary theory.,YES
,bn:03162629n,n,"earworm, sticky_music, stuck_song_syndrome, last_song_syndrome, ear_bug, involuntary_musical_imagery, ear-worm, song_stuck_in_your_head, music_of_the_mind, repetunitis, brainworm, melodymania, ear_worm, sound_virus, earworms, haunting_melody, music_stuck_in_your_head, ohrwurm, endomusia, stuck_tune_syndrome","An earworm, sometimes referred to as a brainworm, sticky music, stuck song syndrome, or, most commonly after earworms, Involuntary Musical Imagery, is a catchy and/or memorable piece of music or saying that continuously occupies a person's mind even after it is no longer being played or spoken about.",YES
,bn:03163727n,n,"crash_cymbal, crash_cymbals","A crash cymbal is a type of cymbal that produces a loud, sharp ""crash"" and is used mainly for occasional accents, as opposed to a ride cymbal.",YES
,bn:03165820n,n,"octet, ottetto, wind_octet, octuor","In music, an octet is a musical ensemble consisting of eight instruments or voices, or a musical composition written for such an ensemble.",YES
,bn:03165864n,n,"kriti, kritis, krithi","Kriti is also a spelling of Crete, GreeceKriti is a format of musical composition typical to Carnatic music.",CHECK
,bn:03167079n,n,"dyad, diad","In music, a dyad is a set of two notes or pitches that, in particular contexts, may imply a chord.",YES
,bn:03167800n,n,merengue,Merengue is a style of Dominican music and dance.,CHECK
,bn:03167792n,n,"merengue_music, merengue, urban_merengue, merenguero, merenque","Merengue is a type of music and dance originating in the Dominican Republic, which has become a very popular genre throughout Latin America, and also in several major cities in the United States with Latin communities.",CHECK
,bn:03168936n,n,"scordatura, fiddle_tunings, fiddle_tuning","Scordatura skordaˈtuːra is a tuning of a stringed instrument that is different from the normal, standard tuning.",YES
,bn:03170069n,n,laser_turntable,A laser turntable is a phonograph that plays standard LP records using laser beams as the pickup instead of using a stylus as in conventional turntables.,YES
,bn:03170838n,n,"precomposition, precompositional","In music, precompositional decisions are those decisions which a composer decides upon before or while beginning to create a composition.",CHECK
,bn:03171207n,n,repetitive_music,Repetitive music is music that features a relatively high degree of repetition in its creation or reception.,YES
,bn:03172162n,n,pervading_imitation,Pervading imitation refers to a way of organizing a piece of music in which all voices sing the same melodic material in sequence.,YES
,bn:03172400n,n,"kakaki, kakakai",The kakaki is a three to four metre long metal trumpet used in Hausa traditional ceremonial music.,YES
,bn:03172487n,n,"all-female_band, all-woman_band, all-women_bands, girl_band, all-female_rock_band, all_girl_band, girl_bands, all_female_band, all-girl_band, all_women_band, female_band, all-women_band, all_woman_band, all-female_bands",An all-female band is a musical group in popular music that is exclusively composed of female musicians.,YES
,bn:03172805n,n,"korean_court_music, court_music_of_korea",Korean court music refers to the music developed in the Joseon Dynasty.,CHECK
,bn:03173105n,n,"scorewriter, music_notation_processor, music_notation_software, music_notation_program, music_notation_computer, computer_music_notation, computer_score, score_editor, notation_software, computer_music_notation_program, computer_sheet_music, computer_score_program","A scorewriter, or music notation program is software used with a computer for creating, editing and printing sheet music.",YES
,bn:03175575n,n,"bruckner_rhythm, bruckner-rhythm","The Bruckner rhythm is a 2 + 3 or 3 + 2 rhythm in Anton Bruckner's symphonic music, where it occurs prevalently, and in many different, varied ways.",YES
,bn:03175735n,n,"beatmatching, pitch_cue, beat-matching, beatmatch, beatmixing","Beatmatching or pitch cue is a disc jockey technique of pitch shifting or timestretching an upcoming track to match its tempo to that of the currently playing track, and to adjust them such that the beats are synchronised — e.g. the kicks and snares in two house records hit at the same time when both records are played simultaneously.",YES
,bn:03177234n,n,"mystic_chord, 6-34, promethean_chord, mystic_hexachord, prometheus_scale, prometheus_chord, akkord_plemory","In music, the mystic chord or Prometheus chord is a six-note synthetic chord and its associated scale, or pitch collection; which loosely serves as the harmonic and melodic basis for some of the later pieces by Russian composer Alexander Scriabin.",YES
,bn:03177411n,n,"breakbeat_hardcore, oldskool_rave_hardcore, oldskool_rave, oldskool_hardcore, hardcore_rave, breaks_hardcore, breakbeat_techno",Breakbeat hardcore is a music genre of the very early 1990s that spawned from the UK rave scene.,CHECK
,bn:03177554n,n,"digital_audio_workstation, digital_audio_workstations, daw, list_of_commercial_digital_audio_workstations","A digital audio workstation is an electronic device or application software used for recording, editing and producing audio files.",YES
,bn:03178679n,n,"finger_vibrato, bending, flattement, bend, flaté",Finger vibrato is vibrato produced on a string instrument by cyclic hand movements.,YES
